no,notes,Rufa_subpop,track_data,movebank_name,move_bank_no. ,Project,LotekSerialNum,Program_number,tag-manufacturer-name,tag-model,tag-mass,repetition_no,duty-cycle,tag-comment,ArgosID,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,,Banding_or_recapture_Date,deploy-on-timestamp,Location,Band Number,animal-marker-id,animal-id,Code,AGE,SEX,deploy-on-measurements,WEIGHT,FIRE TIME,Lapsed minutes,deploy_d,deploy_m,deply_y
0,,,,,,to be split by study,tag-serial-no,Program_number,tag-manufacturer-name,tag-model,tag-mass,tag-beacon-frequency,duty-cycle,tag-comment,tag-id,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,deployment-id,deploy-on-date,deploy-on-timestamp,study-site,animal-ring-id,animal-marker-id,animal-id,Code,animal-life-stage,animal-sex,deploy-on-measurements,animal-mass,capture-timestamp,capture-handling-time,,,
160,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55687,,Lotek,gps-pinpoint,,60,,,230308,,,,,,,25/5/2022,2022/05/25 12:02:00.00,FORTESCU,1332-69665,FELG(=TE),FORT_230308_2022,FELG(=TE)/-:-/m,ASY,u,"'{culmenInMillimeters:37.2,theadInMilimeters:66.9, wingInMillimeters:171}'",178,11:33,29,,,
147,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55688,,Lotek,gps-pinpoint,,60,,,230309,,,,,,,21/5/2022,2022/05/21 11:22:00.00,MOORES,1392-35223,FELG(4>M),MOOR_230309_2022,FELG(4>M)/-:-/m,ASY,u,"'{culmenInMillimeters:35.6,theadInMilimeters:66.4, wingInMillimeters:168}'",137,10:35,47,,,
157,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55689,,Lotek,gps-pinpoint,,60,,,230310,,,,,,,25/5/2022,2022/05/25 12:32:00.00,FORTESCU,1332-73220,FELG(=93),FORT_230310_2022,FELG(=93)/-:-/m,ASY,u,"'{culmenInMillimeters:37.7,theadInMilimeters:67.5, wingInMillimeters:173}'",205,11:33,59,,,
163,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55690,,Lotek,gps-pinpoint,,60,,,230311,,,,,,,25/5/2022,2022/05/25 12:59:00.00,FORTESCU,1392-35224,FELG(4>N),FORT_230311_2022,FELG(4>N)/-:-/m,ASY,u,"'{culmenInMillimeters:31.3,theadInMilimeters:60.8, wingInMillimeters:170}'",163,11:33,86,,,
164,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55691,,Lotek,gps-pinpoint,,60,,,230312,,,,,,,25/5/2022,2022/05/25 12:48:00.00,FORTESCU,1332-98175,FELG(M2*),FORT_230312_2022,FELG(M2*)/-:-/m,ASY,u,"'{culmenInMillimeters:37.9,theadInMilimeters:67, wingInMillimeters:179}'",169,11:33,75,,,
142,all errors - corrupt tag?,,failed,Red Knot Migration Study ECCC,2272951887,ECCC,55692,,Lotek,gps-pinpoint,,60,,,230313,,,,,,,16/5/2022,2022/05/16 13:10:00.00,KIMBLESO,1282-02747,FELG(*NM),KIMB_230313_2022,FELG(*NM)/-:-/m,ASY,u,"'{culmenInMillimeters:35.1,theadInMilimeters:64.4, wingInMillimeters:169}'",110,12:30,40,,,
158,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55693,,Lotek,gps-pinpoint,,60,,,230314,,,,,,,25/5/2022,2022/05/25 12:20:00.00,FORTESCU,1332-55516,FELG(M6*),FORT_230314_2022,FELG(M6*)/-:-/m,ASY,u,"'{culmenInMillimeters:38.6,theadInMilimeters:66.1, wingInMillimeters:172}'",188,11:33,47,,,
154,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55694,,Lotek,gps-pinpoint,,60,,,230315,,,,,,,21/5/2022,2022/05/21 11:51:00.00,MOORES,H75098,FEDB(H0Y),MOOR_230315_2022,FEDB(H0Y)/-:m/-,ASY,u,"'{culmenInMillimeters:39.9,theadInMilimeters:68, wingInMillimeters:134}'",146,10:35,76,,,
141,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55695,,Lotek,gps-pinpoint,,60,,,230316,,,,,,,16/5/2022,2022/05/16 13:16:00.00,KIMBLESO,9822-53152,FEW(LTP),KIMB_230316_2022,-/m:FEW(LTP)/-,ASY,u,"'{culmenInMillimeters:37.2,theadInMilimeters:63.2, wingInMillimeters:167}'",132,12:30,46,,,
159,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55696,,Lotek,gps-pinpoint,,60,,,230317,,"The band no. of this re-trap was read three times in two independent teams. While in the DE records as originally 1332-62185, it is believed DE has made a FS or data entry error. There was a similar situation in 2019 that documents that 62158-186 was entered for 358-386. This retrap is further proof of the error.",,,,,25/5/2022,2022/05/25 12:08:00.00,FORTESCU,1332-62385,FELG(1X6),FORT_230317_2022,FELG(1X6)/-:-/m,ASY,u,"'{culmenInMillimeters:35.8,theadInMilimeters:64.6, wingInMillimeters:176}'",188,11:33,35,,,
146,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55697,,Lotek,gps-pinpoint,,60,,,230318,,,,,,,16/5/2022,2022-05-16 12:30:00.000,KIMBLESO,1332-98518,FELG(+4Y),KIMB_230318_2022,FELG(+4Y)/-:-/m,ASY,u,"'{culmenInMillimeters:34.5,theadInMilimeters:64.4, wingInMillimeters:170}'",121,12:30:00 pm,,,,
151,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55698,,Lotek,gps-pinpoint,,60,,,230319,,,,,,,21/5/2022,2022/05/21 11:03:00,MOORES,1322-36410,FELG(A=V),MOOR_230319_2022,FELG(A=V)/-:-/m,ASY,u,,170,10:35:00 am,28,,,
156,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55699,,Lotek,gps-pinpoint,,60,,,230320,,,,,,,21/5/2022,2022/05/21 11:01:00,MOORES,1392-35847,FELG(>YA),MOOR_230320_2022,FELG(>YA)/-:-/m,ASY,u,,185,10:35:00 am,26,,,
150,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,40518,,Lotek,sunbird,,,,,232980,,,,,,,21/5/2022,2022/05/21 11:05:00.00,MOORES,1332-74332,FELG(4>E),MOOR_232980_2022,FELG(4>E)/-:-/m,ASY,u,,166,10:35,30,,,
152,,,track,Red Knot Migration Study ECCC,2272951887,ECCC,40519,,Lotek,sunbird,,,,,232981,,,,,,,21/5/2022,2022/05/21 11:00:00.00,MOORES,0802-64979,FEW(CMM),MOOR_232981_2022,-/m:FEW(CMM)/-,ASY,u,,144,10:35,25,,,
174,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,41840,21765,Lotek,sunbird,,,,,232982,,Green braided polyester,,,,,16/5/2023,2023/05/16 11:14:00.00,MOORES,1332-28220,FELG(Y37),MOOR_232982_2023,FELG(Y37)/-:-/m,ASY,u,"'{culmenInMillimeters:39.9,theadInMilimeters:69.8, wingInMillimeters:180}'",151,11:14,53,,,
139,,,track,Red Knot Migration Study ECCC,2272951887,ECCC,40481,,Lotek,sunbird,,,,,232984,,,,,,,16/5/2022,2022/05/16 12:52:00.00,KIMBLESO,1392-35783,FELG(*NP),KIMB_232984_2022,FELG(*NP)/-:-/m,ASY,u,"'{culmenInMillimeters:33.8,theadInMilimeters:67.3, wingInMillimeters:171}'",121,12:30,22,,,
143,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,40482,,Lotek,sunbird,,,,,232985,,,,,,,16/5/2022,2022/05/16 12:58:00.00,KIMBLESO,1332-79086,FELG(C95),KIMB_232985_2022,FELG(C95)/-:-/m,ASY,u,"'{culmenInMillimeters:38.8,theadInMilimeters:68.4, wingInMillimeters:181}'",151,12:30,28,,,
144,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,40517,,Lotek,sunbird,,,,,232986,,,,,,,16/5/2022,2022/05/16 13:21:00.00,KIMBLESO,1392-35832,FELG(TK*),KIMB_232986_2022,FELG(TK*)/-:-/m,ASY,u,"'{culmenInMillimeters:36.1,theadInMilimeters:68.6, wingInMillimeters:172}'",123,12:30,51,,,
166,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2524,,Lotek,gps-pinpoint,,60,,,234233,,,,,,,28/5/2022,2022/05/28 16:03:00.00,MOORES,1392-35475,FELG(4M>),MOOR_234233_2022,FELG(4M>)/-:-/m,ASY,u,"'{culmenInMillimeters:40,theadInMilimeters:69.7, wingInMillimeters:174}'",156,15:35,28,,,
167,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2530,,Lotek,gps-pinpoint,,60,,,234234,,,,,,,28/5/2022,2022/05/28 16:03:00.00,MOORES,1392-35476,FELG(4L>),MOOR_234234_2022,FELG(4L>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:67.4, wingInMillimeters:170}'",203,15:35,28,,,
168,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2525,,Lotek,gps-pinpoint,,60,,,234235,,,,,,,28/5/2022,2022/05/28 16:14:00.00,MOORES,1392-35479,FELG(4H>),MOOR_234235_2022,FELG(4H>)/-:-/m,SY,u,"'{culmenInMillimeters:37.1,theadInMilimeters:64.8, wingInMillimeters:161}'",143,15:35,39,,,
169,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2528,,Lotek,gps-pinpoint,,60,,,234236,,,,,,,28/5/2022,2022/05/28 17:07:00.00,MOORES,1392-35480,FELG(4E>),MOOR_234236_2022,FELG(4E>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:62.7, wingInMillimeters:169}'",192,15:35,92,,,
170,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2537,,Lotek,gps-pinpoint,,60,,,234237,,,,,,,30/5/2022,2022-05-30  18:20:00 PM,FORTESCU,1392-35151,FELG(5Y>),FORT_234237_2022,FELG(5Y>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.4,theadInMilimeters:65.1, wingInMillimeters:170}'",150,17:50:00 AM,30,,,
171,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2526,,Lotek,gps-pinpoint,,60,,,234238,,,,,,,30/5/2022,2022/05/30 18:17:00,FORTESCU,1332-64736,FELG(=16),FORT_234238_2022,FELG(=16)/-:-/m,ASY,u,"'{culmenInMillimeters:31.8,theadInMilimeters:62.3, wingInMillimeters:168}'",192,5:50:00 pm,27,,,
172,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,2529,,Lotek,gps-pinpoint,,60,,,234239,,,,,,,30/5/2022,2022/05/30 18:09:00,FORTESCU,1332-69115,FELG(4C>),FORT_234239_2022,FELG(4C>)/-:-/m,ASY,u,"'{culmenInMillimeters:37.3,theadInMilimeters:66.6, wingInMillimeters:172}'",195,5:50:00 pm,19,,,
173,,,track,Red Knot Migration Study ECCC,2272951887,ECCC,2523,,Lotek,gps-pinpoint,,60,,,234240,,,,,,,30/5/2022,2022/05/30 18:05:00,FORTESCU,9822-04691,FEO(C3J),FORT_234240_2022,FEO(C3J)/m:R/-,ASY,u,"'{culmenInMillimeters:32.1,theadInMilimeters:63, wingInMillimeters:179}'",211,5:50:00 pm,15,,,
175,"error with tag deployment , limited data",uk,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42233,21765,Lotek,sunbird,,60,,,238539,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87428,?,PESCA_238539_2023,?,ASY,u ,"'{culmenInMillimeters:38,theadInMilimeters:67, wingInMillimeters:175}'",170,,,,,
176,NOT DEPLOYED (OCT 2023) defective tag -  sent back to Steph with replacement ,NA,not_deployed,Red Knot Migration Study ECCC,2272951887,ECCC,42234,21765,Lotek,sunbird,,60,,,238540,,,,,,,,,,,,,,,,,,,,,,
177,,,not_deployed,Red Knot Migration Study ECCC,2272951887,ECCC,42235,21765,Lotek,sunbird,,60,,,238541,,,,,,,16/5/2023,2023/04/16 00:28:00.00,MOORES,1332-67576,FELG(3V7),MOOR_238541_2023,FELG(3V7)/-:-/m,ASY,u ,"'{culmenInMillimeters:39.9,theadInMilimeters:69.8, wingInMillimeters:180}'",130,11:14,74,,,
178,"error on deployment in Lago de pesca, redeployed later in NBRIG ",,track ,Red Knot Migration Study ECCC,2272951887,ECCC,42236,21765,Lotek,sunbird,,,,,238542,blood and Feather taken,SB/monofilament nylon),,,,,15/8/2023,2023/08/15 13:30:00.00,NBRIG,1332-64616,FEDG(EYM),NBRIG_238542_2023,FEDG(EYM)/-:-/m,ASY,u,"'{culmenInMillimeters:34.5,theadInMilimeters:63.6, wingInMillimeters:172}'",167,15:32,132,,,
179,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,42237,21765,Lotek,sunbird,,60,,,238543,,,,,,,16/5/2023,2023/05/16 11:14:00.00,MOORES,1392-24884,FELG(*EP),MOOR_238543_2023,FELG(*EP)/-:-/m,ASY,u ,"'{culmenInMillimeters:40,theadInMilimeters:69.6, wingInMillimeters:171}'",143,11:14,61,,,
180,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,42238,21765,Lotek,sunbird,,60,,,238544,,,,,,,14/5/2023,2023/05/14 11:43:00.00,MOORES,802-64261,FEW(EPV),MOOR_238544_2023,'-/m:FEW(EPV)/-,ASY,u ,"'{culmenInMillimeters:36.5,theadInMilimeters:64.9, wingInMillimeters:167}'",138,10:33,70,,,
181,"error with tag deployment , limited data",,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42239,21765,Lotek,sunbird,,60,,,238545,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87429,?,PESCA_238545_2023,?,ASY,u ,"'{culmenInMillimeters:37,theadInMilimeters:65.1, wingInMillimeters:175}'",184,,,,,
182,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,42240,21765,Lotek,sunbird,,60,,,238546,,,,,,,16/5/2023,2023/05/16 00:15:00.00,MOORES,1332-68967,FELG(+00),MOOR_238546_2023,FELG(+00)/-:-/m,ASY,u ,"'{culmenInMillimeters:36.1,theadInMilimeters:65.6, wingInMillimeters:174}'",140,11:14,43,,,
183,"error with tag deployment , limited data",,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42241,21765,Lotek,sunbird,,60,,,238547,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87434,?,PESCA_238547_2023,?,ASY,u ,"'{culmenInMillimeters:35,theadInMilimeters:63, wingInMillimeters:177}'",176,,,,,
184,"error with tag deployment , limited data",no points,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42242,21765,Lotek,sunbird,,60,,,238548,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87433,?,PESCA_238548_2023,?,ASY,u ,"'{culmenInMillimeters:35,theadInMilimeters:64, wingInMillimeters:166}'",189,,,,,
185,NOT DEPLOYED (October 2023),tested in Lago Pesca (not deplopyed) Returned to Steph mid may ,not_deployed,Red Knot Migration Study ECCC,2272951887,ECCC,42243,21765,Lotek,sunbird,,,,,238549,,,,,,,,,,,,,,,,,,,,,,
186,"error with tag deployment , limited data",,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42244,21765,Lotek,sunbird,,60,,,238550,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87434,?,PESCA_238550_2023,?,ASY,u,"'{culmenInMillimeters:37.1,theadInMilimeters:67, wingInMillimeters:172}'",195,,,,,
187,"error with tag deployment , limited data",,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42245,21765,Lotek,sunbird,,60,,,238551,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87438,FEB(H5N),PESCA_238551_2023,FEB(H5N),ASY,u,"'{culmenInMillimeters:36,theadInMilimeters:67, wingInMillimeters:170}'",199,,,,,
188,NOT DEPLOYED (October 2023),tested in Lago Pesca (not deplopyed),not_deployed,Red Knot Migration Study ECCC,2272951887,ECCC,42246,21765,Lotek,sunbird,,60,,,238552,,,,,,,,,,,,,,,,,,,,,,
189,"error with tag deployment , limited data",,failed,Red Knot Migration Study ECCC,2272951887,ECCC,42247,21765,Lotek,sunbird,,60,,,238553,,,Antonio,-31.822657,-50.56216,,21/4/2023,2023/04/21 00:00:00.00,PESCA,H87432,?,PESCA_238553_2023,?,ASY,u,"'{culmenInMillimeters:39,theadInMilimeters:68, wingInMillimeters:175}'",199,,,,,
190,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58159,21765,Lotek,gps-pinpoint,,60,,,238554,,,,,,,,,,,,,,,,,,,,,,
191,Missing REF - reed beach - 2023-05-14),,track,,,ECCC,58160,21765,Lotek,gps-pinpoint,,60,,,238555,,,,,,,,,,,,,,,,,,,,,,
192,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58161,21765,Lotek,gps-pinpoint,,60,,,238556,,,,,,,,,,,,,,,,,,,,,,
193,Missing REF -tag error - lots of spatial errors - reeds Beach 2023-05-14,,track,,,ECCC,58162,21765,Lotek,gps-pinpoint,,60,,,238557,,,,,,,,,,,,,,,,,,,,,,
194,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58163,21765,Lotek,gps-pinpoint,,60,,,238558,,,,,,,,,,,,,,,,,,,,,,
195,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58164,21765,Lotek,gps-pinpoint,,60,,,238559,,,,,,,,,,,,,,,,,,,,,,
196,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58165,21765,Lotek,gps-pinpoint,,60,,,238560,,,,,,,,,,,,,,,,,,,,,,
197,Missing REF - reed beach - 2023-05-14,,track,,,ECCC,58166,21765,Lotek,gps-pinpoint,,60,,,238561,,,,,,,,,,,,,,,,,,,,,,
198,NOT DEPLOYED - October 2023- Charging problem (Christian Friis),,not_deployed,,,ECCC,58167,21765,Lotek,gps-pinpoint,,60,,,238562,,,,,,,,,,,,,,,,,,,,,,
199,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58168,21765,Lotek,gps-pinpoint,,60,,,238563,,,,,,,,,,,,,,,,,,,,,,
200,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58169,21765,Lotek,gps-pinpoint,,60,,,238564,,,,,,,,,,,,,,,,,,,,,,
201,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58170,21765,Lotek,gps-pinpoint,,60,,,238565,,,,,,,,,,,,,,,,,,,,,,
202,Missing REF - reed beach - 2023-05-14,,not_deployed,,,ECCC,58171,21765,Lotek,gps-pinpoint,,60,,,238566,,,,,,,,,,,,,,,,,,,,,,
203,NOT DEPLOYED - October 2023- Charging problem (Christian Friis),,not_deployed,,,ECCC,58172,21765,Lotek,gps-pinpoint,,60,,,238567,,,,,,,,,,,,,,,,,,,,,,
204,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58173,21765,Lotek,gps-pinpoint,,60,,,238568,,,,,,,,,,,,,,,,,,,,,,
205,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58174,21765,Lotek,gps-pinpoint,,60,,,238569,,,,,,,,,,,,,,,,,,,,,,
206,Missing REF - reed beach - 2023-05-14,,track,,,ECCC,58175,21765,Lotek,gps-pinpoint,,60,,,238570,,,,,,,,,,,,,,,,,,,,,,
207,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58176,21765,Lotek,gps-pinpoint,,60,,,238571,,,,,,,,,,,,,,,,,,,,,,
208,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58177,21765,Lotek,gps-pinpoint,,60,,,238572,,,,,,,,,,,,,,,,,,,,,,
209,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58178,21765,Lotek,gps-pinpoint,,60,,,238573,,,,,,,,,,,,,,,,,,,,,,
210,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58179,21765,Lotek,gps-pinpoint,,60,,,238574,,,,,,,,,,,,,,,,,,,,,,
211,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58180,21765,Lotek,gps-pinpoint,,60,,,238575,,,,,,,,,,,,,,,,,,,,,,
212,Missing REF - reed beach - 2023-05-14,possible tag errors?,track ,,,ECCC,58181,21765,Lotek,gps-pinpoint,,60,,,238576,,,,,,,,,,,,,,,,,,,,,,
213,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58182,21765,Lotek,gps-pinpoint,,60,,,238577,,,,,,,,,,,,,,,,,,,,,,
214,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58183,21765,Lotek,gps-pinpoint,,60,,,238578,,,,,,,,,,,,,,,,,,,,,,
215,Missing REF - reed beach - 2023-05-14,,track ,,,ECCC,58184,21765,Lotek,gps-pinpoint,,60,,,238579,,,,,,,,,,,,,,,,,,,,,,
216,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58185,21765,Lotek,gps-pinpoint,,60,,,238580,,,,,,,,,,,,,,,,,,,,,,
217,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58186,21765,Lotek,gps-pinpoint,,60,,,238581,,,,,,,,,,,,,,,,,,,,,,
218,Missing REF - reed beach - 2023-05-14,possible tag errors?,track ,,,ECCC,58187,21765,Lotek,gps-pinpoint,,60,,,238582,,,,,,,,,,,,,,,,,,,,,,
219,NOT DEPLOYED - October 2023- ECCC (Christian Friis),,not_deployed,,,ECCC,58188,21765,Lotek,gps-pinpoint,,60,,,238583,,,,,,,,,,,,,,,,,,,,,,
220,Missing REF - no data on argos platform,,not_deployed,,,ECCC,58195,21765,Lotek,gps-pinpoint,,60,,,238590,,,,,,,,,,,,,,,,,,,,,,
,,,not_deployed,,,ECCC,,,,,,,,,238595,,,,,,,,,,,,,,,,,,,,,,
,,,not_deployed,,,ECCC,,,,,,,,,238596,,,,,,,,,,,,,,,,,,,,,,
221,Missing REF - no data on argos platform,,not_deployed,,,ECCC,58213,21765,Lotek,gps-pinpoint,,60,,,238608,,,,,,,,,,,,,,,,,,,,,,
222,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42827,21765,Lotek,Sunbird,,60,,,240155,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87424,FEB(H5P),PEIXE_240155_2023,FEB(H5P),ASY,u,"'{culmenInMillimeters:36,theadInMilimeters:64, wingInMillimeters:179}'",171,,,,,
223,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,42828,21765,Lotek,Sunbird,,60,,,240156,,,,,,,16/5/2023,2023-05-16  13:09:00 AM,MOORES,1172-78992,FEW(JKA),MOOR_240156_2023,-/m:FEW(JKA)/-,ASY,u,"'{culmenInMillimeters:36.2,theadInMilimeters:65.8, wingInMillimeters:177}'",105,11:14,114,,,
224,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42829,21765,Lotek,Sunbird,,60,,,240157,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87418,FEB(H6K),PEIXE_240157_2023,FEB(H6K),ASY,u,"'{culmenInMillimeters:35.3,theadInMilimeters:65.2, wingInMillimeters:182}'",151,,,,,
225,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42830,21765,Lotek,Sunbird,,60,,,240158,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87419,FEB(H6J),PEIXE_240158_2023,FEB(H6J),ASY,u,"'{culmenInMillimeters:34.2,theadInMilimeters:62.8, wingInMillimeters:170}'",159,,,,,
226,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42831,21765,Lotek,Sunbird,,60,,,240159,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87422,FEB(H6C),PEIXE_240159_2023,FEB(H6C),ASY,u,"'{culmenInMillimeters:36.3,theadInMilimeters:66.5, wingInMillimeters:168}'",141,,,,,
227,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42832,21765,Lotek,Sunbird,,60,,,240160,,,Larry ,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87421,FEB(H6E),PEIXE_240160_2023,FEB(H6E),ASY,u,"'{culmenInMillimeters:33.8,theadInMilimeters:63.2, wingInMillimeters:168}'",122,,,,,
228,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,42833,21765,Lotek,Sunbird,,60,,,240161,,,,,,,16/5/2023,2023/05/16 11:53:00.00,MOORES,1332-54994,FEDG(J19),MOOR_240161_2023,FEDG(J19)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:63.6, wingInMillimeters:169}'",114,,,,,
229,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42834,21765,Lotek,Sunbird,,60,,,240162,,,Larry ,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87420,FEB(H6H),PEIXE_240162_2023,FEB(H6H),ASY,u ,"'{culmenInMillimeters:34.3,theadInMilimeters:62.2, wingInMillimeters:177}'",122,,,,,
230,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42835,21765,Lotek,Sunbird,,60,,,240163,,,Steph ,-31.353038,-50.032,,11/4/2023,2023/04/11 12:00:00.00,PEIXE,H87427,FEB(H5M),PEIXE_240163_2023,FEB(H5M),ASY,u ,"'{culmenInMillimeters:35.8,theadInMilimeters:63.2, wingInMillimeters:167}'",121,,,,,
231,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42836,21765,Lotek,Sunbird,,60,,,240164,,,Larry ,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87425,FEB(H5K),PEIXE_240164_2023,FEB(H5K),ASY,u,"'{culmenInMillimeters:32.4,theadInMilimeters:61.6, wingInMillimeters:168}'",161,,,,,
232,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42837,21765,Lotek,Sunbird,,60,,,240165,,,Larry ,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,133255821,FDJ(JEK),PEIXE_240165_2023,"FDJ(JEK)/-,-/M",ASY,u,"'{culmenInMillimeters:37.3,theadInMilimeters:66.4, wingInMillimeters:149}'",149,,,,,
233,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42838,21765,Lotek,Sunbird,,60,,,240166,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87426,FEB(H5L),PEIXE_240166_2023,FEB(H5L),ASY,u,"'{culmenInMillimeters:33.7,theadInMilimeters:60, wingInMillimeters:166}'",149,,,,,
234,,TDF,track,Red Knot Migration Study ECCC,2272951887,ECCC,42839,21765,Lotek,Sunbird,,60,,,240167,,,Larry,-31.290044,-50.955205,,10/4/2023,2023/04/10 12:00:00.00,PEIXE,H87423,FEB(H6A),PEIXE_240167_2023,FEB(H6A),ASY,u,"'{culmenInMillimeters:40,theadInMilimeters:69.8, wingInMillimeters:180}'",160,,,,,
